0.1000	0.1329
0.2000	0.1098
0.3000	0.1052
0.4000	0.0934
0.5000	0.0851
0.6000	0.0830
0.7000	0.0906
0.8000	0.0902
0.9000	0.0870
1.0000	0.0881
1.2500	0.1019
1.5000	0.1135
1.7500	0.1132
2.0000	0.1267
2.2500	0.1429
2.5000	0.1495
2.7500	0.1543
3.0000	0.1616
3.2500	0.1617
3.5000	0.1618
3.7500	0.1773
4.0000	0.1683
5.0000	0.1760
7.5000	0.2022
10.0000	0.2142
